access,author,category,consortium,id,MRB-filename,LDHub-filename,mr,ncase,ncontrol,note,nsnp,path,pmid,population,priority,sample_size,sd,sex,subcategory,trait,unit,year
public,Neale,NA,Neale Lab,UKB-a:517,Allele.reorder.B37.assoc.tsv.gz.tab,B37.ukbb.sumstats.gz,1,153,337046,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: B37 Candidiasis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:518,Allele.reorder.C44.assoc.tsv.gz.tab,C44.ukbb.sumstats.gz,1,4826,332373,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: C44 Other malignant neoplasms of skin,NA,2017
public,Neale,NA,Neale Lab,UKB-a:519,Allele.reorder.C50.assoc.tsv.gz.tab,C50.ukbb.sumstats.gz,1,5510,331689,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: C50 Malignant neoplasm of breast,NA,2017
public,Neale,NA,Neale Lab,UKB-a:52,Allele.reorder.1990.assoc.tsv.gz.tab,1990.ukbb.sumstats.gz,1,56012,271220,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,327232,0,Males and Females,NA,Tense / 'highly strung',NA,2017
public,Neale,NA,Neale Lab,UKB-a:520,Allele.reorder.C61.assoc.tsv.gz.tab,C61.ukbb.sumstats.gz,1,2273,334926,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: C61 Malignant neoplasm of prostate,NA,2017
public,Neale,NA,Neale Lab,UKB-a:521,Allele.reorder.D12.assoc.tsv.gz.tab,D12.ukbb.sumstats.gz,1,4794,332405,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: D12 Benign neoplasm of colon  rectum  anus and anal canal,NA,2017
public,Neale,NA,Neale Lab,UKB-a:522,Allele.reorder.D25.assoc.tsv.gz.tab,D25.ukbb.sumstats.gz,1,4351,332848,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: D25 Leiomyoma of uterus,NA,2017
public,Neale,NA,Neale Lab,UKB-a:523,Allele.reorder.E03.assoc.tsv.gz.tab,E03.ukbb.sumstats.gz,1,89,337110,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: E03 Other hypothyroidism,NA,2017
public,Neale,NA,Neale Lab,UKB-a:524,Allele.reorder.E04.assoc.tsv.gz.tab,E04.ukbb.sumstats.gz,1,745,336454,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: E04 Other non-toxic goitre,NA,2017
public,Neale,NA,Neale Lab,UKB-a:525,Allele.reorder.F31.assoc.tsv.gz.tab,F31.ukbb.sumstats.gz,1,303,336896,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: F31 Bipolar affective disorder,NA,2017
public,Neale,NA,Neale Lab,UKB-a:526,Allele.reorder.F43.assoc.tsv.gz.tab,F43.ukbb.sumstats.gz,1,182,337017,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: F43 Reaction to severe stress  and adjustment disorders,NA,2017
public,Neale,NA,Neale Lab,UKB-a:527,Allele.reorder.G47.assoc.tsv.gz.tab,G47.ukbb.sumstats.gz,1,2025,335174,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: G47 Sleep disorders,NA,2017
public,Neale,NA,Neale Lab,UKB-a:528,Allele.reorder.G56.assoc.tsv.gz.tab,G56.ukbb.sumstats.gz,1,5886,331313,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: G56 Mononeuropathies of upper limb,NA,2017
public,Neale,NA,Neale Lab,UKB-a:529,Allele.reorder.H25.assoc.tsv.gz.tab,H25.ukbb.sumstats.gz,1,2651,334548,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: H25 Senile cataract,NA,2017
public,Neale,NA,Neale Lab,UKB-a:53,Allele.reorder.2000.assoc.tsv.gz.tab,2000.ukbb.sumstats.gz,1,154615,169151,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,323766,0,Males and Females,NA,Worry too long after embarrassment,NA,2017
public,Neale,NA,Neale Lab,UKB-a:530,Allele.reorder.H26.assoc.tsv.gz.tab,H26.ukbb.sumstats.gz,1,6025,331174,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: H26 Other cataract,NA,2017
public,Neale,NA,Neale Lab,UKB-a:531,Allele.reorder.I10.assoc.tsv.gz.tab,I10.ukbb.sumstats.gz,1,500,336699,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I10 Essential (primary) hypertension,NA,2017
public,Neale,NA,Neale Lab,UKB-a:532,Allele.reorder.I20.assoc.tsv.gz.tab,I20.ukbb.sumstats.gz,1,4837,332362,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I20 Angina pectoris,NA,2017
public,Neale,NA,Neale Lab,UKB-a:533,Allele.reorder.I21.assoc.tsv.gz.tab,I21.ukbb.sumstats.gz,1,3927,333272,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I21 Acute myocardial infarction,NA,2017
public,Neale,NA,Neale Lab,UKB-a:534,Allele.reorder.I25.assoc.tsv.gz.tab,I25.ukbb.sumstats.gz,1,8755,328444,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I25 Chronic ischaemic heart disease,NA,2017
public,Neale,NA,Neale Lab,UKB-a:535,Allele.reorder.I30.assoc.tsv.gz.tab,I30.ukbb.sumstats.gz,1,107,337092,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I30 Acute pericarditis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:536,Allele.reorder.I48.assoc.tsv.gz.tab,I48.ukbb.sumstats.gz,1,3818,333381,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I48 Atrial fibrillation and flutter,NA,2017
public,Neale,NA,Neale Lab,UKB-a:537,Allele.reorder.I80.assoc.tsv.gz.tab,I80.ukbb.sumstats.gz,1,1613,335586,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:538,Allele.reorder.I83.assoc.tsv.gz.tab,I83.ukbb.sumstats.gz,1,6958,330241,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I83 Varicose veins of lower extremities,NA,2017
public,Neale,NA,Neale Lab,UKB-a:539,Allele.reorder.I84.assoc.tsv.gz.tab,I84.ukbb.sumstats.gz,1,8190,329009,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: I84 Haemorrhoids,NA,2017
public,Neale,NA,Neale Lab,UKB-a:54,Allele.reorder.20001_1001.assoc.tsv.gz.tab,20001_1001.ukbb.sumstats.gz,1,190,336969,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Cancer code  self-reported: lung cancer,NA,2017
public,Neale,NA,Neale Lab,UKB-a:540,Allele.reorder.J22.assoc.tsv.gz.tab,J22.ukbb.sumstats.gz,1,1992,335207,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection,NA,2017
public,Neale,NA,Neale Lab,UKB-a:541,Allele.reorder.J33.assoc.tsv.gz.tab,J33.ukbb.sumstats.gz,1,1637,335562,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: J33 Nasal polyp,NA,2017
public,Neale,NA,Neale Lab,UKB-a:542,Allele.reorder.J34.assoc.tsv.gz.tab,J34.ukbb.sumstats.gz,1,3433,333766,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: J34 Other disorders of nose and nasal sinuses,NA,2017
public,Neale,NA,Neale Lab,UKB-a:543,Allele.reorder.J44.assoc.tsv.gz.tab,J44.ukbb.sumstats.gz,1,874,336325,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: J44 Other chronic obstructive pulmonary disease,NA,2017
public,Neale,NA,Neale Lab,UKB-a:544,Allele.reorder.K20.assoc.tsv.gz.tab,K20.ukbb.sumstats.gz,1,3369,333830,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K20 Oesophagitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:545,Allele.reorder.K21.assoc.tsv.gz.tab,K21.ukbb.sumstats.gz,1,7282,329917,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K21 Gastro-oesophageal reflux disease,NA,2017
public,Neale,NA,Neale Lab,UKB-a:546,Allele.reorder.K22.assoc.tsv.gz.tab,K22.ukbb.sumstats.gz,1,3460,333739,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K22 Other diseases of oesophagus,NA,2017
public,Neale,NA,Neale Lab,UKB-a:547,Allele.reorder.K29.assoc.tsv.gz.tab,K29.ukbb.sumstats.gz,1,8080,329119,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K29 Gastritis and duodenitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:548,Allele.reorder.K35.assoc.tsv.gz.tab,K35.ukbb.sumstats.gz,1,1676,335523,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K35 Acute appendicitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:549,Allele.reorder.K40.assoc.tsv.gz.tab,K40.ukbb.sumstats.gz,1,8815,328384,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K40 Inguinal hernia,NA,2017
public,Neale,NA,Neale Lab,UKB-a:55,Allele.reorder.20001_1002.assoc.tsv.gz.tab,20001_1002.ukbb.sumstats.gz,1,7480,329679,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Cancer code  self-reported: breast cancer,NA,2017
public,Neale,NA,Neale Lab,UKB-a:550,Allele.reorder.K43.assoc.tsv.gz.tab,K43.ukbb.sumstats.gz,1,1536,335663,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K43 Ventral hernia,NA,2017
public,Neale,NA,Neale Lab,UKB-a:551,Allele.reorder.K44.assoc.tsv.gz.tab,K44.ukbb.sumstats.gz,1,5321,331878,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K44 Diaphragmatic hernia,NA,2017
public,Neale,NA,Neale Lab,UKB-a:552,Allele.reorder.K50.assoc.tsv.gz.tab,K50.ukbb.sumstats.gz,1,732,336467,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K50 Crohn's disease [regional enteritis],NA,2017
public,Neale,NA,Neale Lab,UKB-a:553,Allele.reorder.K51.assoc.tsv.gz.tab,K51.ukbb.sumstats.gz,1,1579,335620,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K51 Ulcerative colitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:554,Allele.reorder.K52.assoc.tsv.gz.tab,K52.ukbb.sumstats.gz,1,6453,330746,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K52 Other non-infective gastro-enteritis and colitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:555,Allele.reorder.K57.assoc.tsv.gz.tab,K57.ukbb.sumstats.gz,1,6865,330334,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K57 Diverticular disease of intestine,NA,2017
public,Neale,NA,Neale Lab,UKB-a:556,Allele.reorder.K60.assoc.tsv.gz.tab,K60.ukbb.sumstats.gz,1,1578,335621,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K60 Fissure and fistula of anal and rectal regions,NA,2017
public,Neale,NA,Neale Lab,UKB-a:557,Allele.reorder.K62.assoc.tsv.gz.tab,K62.ukbb.sumstats.gz,1,9853,327346,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K62 Other diseases of anus and rectum,NA,2017
public,Neale,NA,Neale Lab,UKB-a:558,Allele.reorder.K76.assoc.tsv.gz.tab,K76.ukbb.sumstats.gz,1,356,336843,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K76 Other diseases of liver,NA,2017
public,Neale,NA,Neale Lab,UKB-a:559,Allele.reorder.K80.assoc.tsv.gz.tab,K80.ukbb.sumstats.gz,1,6986,330213,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: K80 Cholelithiasis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:56,Allele.reorder.20001_1019.assoc.tsv.gz.tab,20001_1019.ukbb.sumstats.gz,1,156,337003,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Cancer code  self-reported: small intestine/small bowel cancer,NA,2017
public,Neale,NA,Neale Lab,UKB-a:560,Allele.reorder.L03.assoc.tsv.gz.tab,L03.ukbb.sumstats.gz,1,2777,334422,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: L03 Cellulitis,NA,2017
public,Neale,NA,Neale Lab,UKB-a:561,Allele.reorder.M10.assoc.tsv.gz.tab,M10.ukbb.sumstats.gz,1,181,337018,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M10 Gout,NA,2017
public,Neale,NA,Neale Lab,UKB-a:562,Allele.reorder.M16.assoc.tsv.gz.tab,M16.ukbb.sumstats.gz,1,4934,332265,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M16 Coxarthrosis [arthrosis of hip],NA,2017
public,Neale,NA,Neale Lab,UKB-a:563,Allele.reorder.M17.assoc.tsv.gz.tab,M17.ukbb.sumstats.gz,1,6560,330639,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M17 Gonarthrosis [arthrosis of knee],NA,2017
public,Neale,NA,Neale Lab,UKB-a:564,Allele.reorder.M20.assoc.tsv.gz.tab,M20.ukbb.sumstats.gz,1,5148,332051,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M20 Acquired deformities of fingers and toes,NA,2017
public,Neale,NA,Neale Lab,UKB-a:565,Allele.reorder.M21.assoc.tsv.gz.tab,M21.ukbb.sumstats.gz,1,379,336820,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M21 Other acquired deformities of limbs,NA,2017
public,Neale,NA,Neale Lab,UKB-a:566,Allele.reorder.M23.assoc.tsv.gz.tab,M23.ukbb.sumstats.gz,1,7489,329710,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M23 Internal derangement of knee,NA,2017
public,Neale,NA,Neale Lab,UKB-a:567,Allele.reorder.M24.assoc.tsv.gz.tab,M24.ukbb.sumstats.gz,1,838,336361,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M24 Other specific joint derangements,NA,2017
public,Neale,NA,Neale Lab,UKB-a:568,Allele.reorder.M25.assoc.tsv.gz.tab,M25.ukbb.sumstats.gz,1,4908,332291,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M25 Other joint disorders  not elsewhere classified,NA,2017
public,Neale,NA,Neale Lab,UKB-a:569,Allele.reorder.M54.assoc.tsv.gz.tab,M54.ukbb.sumstats.gz,1,5660,331539,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M54 Dorsalgia,NA,2017
public,Neale,NA,Neale Lab,UKB-a:57,Allele.reorder.20001_1044.assoc.tsv.gz.tab,20001_1044.ukbb.sumstats.gz,1,2495,334664,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337159,0,Males and Females,NA,Cancer code  self-reported: prostate cancer,NA,2017
public,Neale,NA,Neale Lab,UKB-a:570,Allele.reorder.M67.assoc.tsv.gz.tab,M67.ukbb.sumstats.gz,1,1787,335412,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M67 Other disorders of synovium and tendon,NA,2017
public,Neale,NA,Neale Lab,UKB-a:571,Allele.reorder.M70.assoc.tsv.gz.tab,M70.ukbb.sumstats.gz,1,673,336526,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M70 Soft tissue disorders related to use  overuse and pressure,NA,2017
public,Neale,NA,Neale Lab,UKB-a:572,Allele.reorder.M72.assoc.tsv.gz.tab,M72.ukbb.sumstats.gz,1,1862,335337,Data from http://www.nealelab.is/blog/2017/9/11/details-and-considerations-of-the-uk-biobank-gwas,10894596,/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/,0,Europrean,1,337199,0,Males and Females,NA,Diagnoses - main ICD10: M72 Fibroblastic disorders,NA,2017
